DateTime,MpKrakAlKras,MpKrakBujaka,MpKrakBulwar,MpKrakOsPias,MpKrakSwoszo,MpKrakWadow,MpKrakZloRog
2019-01-11 17:00:00,97.1802,111.477,72.8657,83.0241,106.416,62.9764,85.7447
2019-01-11 18:00:00,95.409,123.724,60.27,66.9826,120.818,69.8821,78.4197
2019-01-11 19:00:00,116.189,102.497,82.6917,72.1013,91.49,81.173,95.9751
2019-01-11 20:00:00,124.307,92.0302,77.6874,81.3452,84.9382,80.5545,96.7291
2019-01-11 21:00:00,119.778,86.1662,68.1994,63.8119,72.6,72.6088,79.9908
2019-01-11 22:00:00,103.6,66.4182,58.8259,35.3231,89.4053,60.7651,56.3208
2019-01-11 23:00:00,77.0738,52.8903,38.7956,36.8093,29.36,44.4519,33.632
2019-01-12 00:00:00,48.5862,28.1572,27.5835,26.1798,26.5694,33.0299,23.0386
2019-01-12 01:00:00,35.5803,20.6699,15.437,23.082,22.29,23.613,17.9225
2019-01-12 02:00:00,29.5861,23.997,23.367,17.3194,18.1929,14.393,12.205
2019-01-12 03:00:00,18.958,16.1302,13.2905,19.3076,11.62,9.88599,9.18118
2019-01-12 04:00:00,16.1547,17.7331,11.0219,11.9358,20.8227,11.1697,9.36162
2019-01-12 05:00:00,17.8011,16.0877,14.0089,16.7262,6.74101,13.128,16.0367
2019-01-12 06:00:00,21.388,18.4302,15.0093,8.53482,16.05,12.4253,13.9411
2019-01-12 07:00:00,25.6462,18.9936,18.4597,16.2002,11.7719,15.1894,12.2193
2019-01-12 08:00:00,29.623,21.4817,24.3933,23.2108,19.01,18.8062,20.0383
2019-01-12 09:00:00,42.8874,24.6946,27.9842,27.8854,33.3596,25.7307,27.6236
2019-01-12 10:00:00,52.5712,37.5946,30.3849,34.355,,29.3943,30.6623
2019-01-12 11:00:00,57.3848,38.7434,31.6344,30.2336,,24.5032,33.7195
2019-01-12 12:00:00,50.4543,50.2984,31.3178,32.7187,35.92,29.2257,36.3221
2019-01-12 13:00:00,55.9617,49.9908,35.1192,31.8929,36.3476,28.1013,51.5958
2019-01-12 14:00:00,52.7354,51.6551,33.6663,40.747,44.66,31.1559,49.8144
2019-01-12 15:00:00,54.5781,48.1771,35.2228,40.1275,49.2812,37.3869,59.4807
2019-01-12 16:00:00,60.8479,45.5299,40.1098,40.0969,41.9224,37.8367,59.0546
2019-01-12 17:00:00,52.8411,43.7488,35.9311,35.8479,33.4,43.7304,51.2826
2019-01-12 18:00:00,44.6915,28.0643,27.876,36.0678,27.5613,30.753,40.3666
2019-01-12 19:00:00,38.6521,30.0541,21.1266,37.3877,28.45,26.4053,34.0754
2019-01-12 20:00:00,42.8676,27.9456,29.0833,27.1951,33.0731,26.4615,34.557
2019-01-12 21:00:00,46.1307,35.0318,28.5061,32.2957,28.07,36.0377,40.3516
2019-01-12 22:00:00,59.7799,25.4916,25.9171,38.3801,21.2703,32.2053,37.1877
2019-01-12 23:00:00,60.6903,25.9792,24.0087,31.2031,18.47,26.7426,23.7706
2019-01-13 00:00:00,50.8972,27.2287,27.5984,25.2727,19.2512,29.7223,16.9002
2019-01-13 01:00:00,24.1098,17.4038,13.1125,16.2176,16.27,21.7765,11.8532
2019-01-13 02:00:00,19.513,,11.0149,6.69734,7.34202,6.78265,11.9562
2019-01-13 03:00:00,13.7024,10.5295,9.71624,9.63518,7.298,9.15513,7.43981
2019-01-13 04:00:00,11.05,12.8447,9.47785,5.99603,8.19942,7.84895,5.61327
